District Name,Market Name,Commodity,Price Date,tempmax,tempmin,humidity,precip,windspeed,solarradiation,description,soil moisture,soil type,soil ph,N,P,K,WATER REQUIREMENT,Stage Growth,Yield,Day,Month,Year
Kannur,Kannur,Banana - Green,2021-05-01,35.1,26.5,82.2,8.6,9.4,248.1,Partly cloudy throughout the day with a chance of rain throughout the day.,87.075,loamy to humid,6.190757459,114,94,53,5.0,Establishment stage,9.795652174,1,5,2021
Kannur,Kannur,Banana - Green,2021-05-02,34.2,25.7,81.4,7.7,11.2,247.1,Partly cloudy throughout the day with a chance of rain throughout the day.,86.85,loamy to humid,5.915568968,110,78,50,6.5,Establishment stage,8.076658477,2,5,2021
Kannur,Kannur,Banana - Green,2021-05-03,34.9,25.4,80.9,10.1,8.6,215.7,Partly cloudy throughout the day with a chance of rain throughout the day.,78.825,loamy to humid,6.195152442,94,70,48,6.0,Establishment stage,7.151612903,3,5,2021
Kannur,Kannur,Banana - Green,2021-05-04,34.2,25.7,82.0,5.9,11.2,180.0,Partly cloudy throughout the day with a chance of rain throughout the day.,69.775,loamy to humid,6.156373499,80,71,47,0.3,Establishment stage,8.294478528,4,5,2021
Kannur,Kannur,Banana - Green,2021-05-05,34.1,26.7,81.7,1.6,9.4,251.1,Partly cloudy throughout the day with a chance of rain throughout the day.,85.95,loamy to humid,6.313197204,114,79,51,5.15,Establishment stage,8.725974026,5,5,2021
Kannur,Kannur,Banana - Green,2021-05-06,35.1,26.6,81.4,3.5,8.3,252.1,Partly cloudy throughout the day with early morning rain.,86.325,loamy to humid,6.324270089,88,78,45,6.65,Establishment stage,8.860409146,6,5,2021
Kannur,Kannur,Banana - Green,2021-05-07,34.2,26.5,80.0,4.0,9.0,242.1,Partly cloudy throughout the day with rain.,83.775,loamy to humid,5.707488987,112,73,48,6.2,Establishment stage,10.77995301,7,5,2021
Kannur,Kannur,Banana - Green,2021-05-08,34.1,25.4,81.5,0.9,11.5,250.8,Partly cloudy throughout the day with rain.,86.175,loamy to humid,6.119216009,117,76,47,0.2,Establishment stage,9.209677419,8,5,2021
Kannur,Kannur,Banana - Green,2021-05-09,33.9,27.1,80.1,2.8,7.6,223.1,Partly cloudy throughout the day with a chance of rain throughout the day.,78.4,loamy to humid,5.571401169,111,87,48,6.97,Establishment stage,6.580926181,9,5,2021
Kannur,Kannur,Banana - Green,2021-05-10,35.4,26.9,80.4,17.4,7.6,222.8,Partly cloudy throughout the day with a chance of rain throughout the day.,82.05,loamy to humid,5.63127166,89,83,47,8.47,Establishment stage,7.774358974,10,5,2021
Kannur,Kannur,Banana - Green,2021-05-11,33.7,26.8,83.8,20.2,9.4,159.3,Cloudy skies throughout the day with a chance of rain throughout the day.,68.175,loamy to humid,6.101241579,93,91,47,7.8,Establishment stage,7.264224474,11,5,2021
Kannur,Kannur,Banana - Green,2021-05-12,33.9,26.3,83.0,14.0,11.5,133.1,Cloudy skies throughout the day with a chance of rain throughout the day.,60.4,loamy to humid,6.438137279,92,81,52,0.2,Establishment stage,8.131082842,12,5,2021
Kannur,Kannur,Banana - Green,2021-05-13,32.9,25.7,85.0,12.0,16.9,224.7,Cloudy skies throughout the day with a chance of rain throughout the day.,84.65,loamy to humid,6.098369122,105,74,45,7.9,Establishment stage,8.694939585,13,5,2021
Kannur,Kannur,Banana - Green,2021-05-14,29.7,25.1,87.7,56.8,31.7,47.5,Cloudy skies throughout the day with a chance of rain throughout the day.,55.925,loamy to humid,5.695267822,102,71,48,9.4,Establishment stage,8.598274209,14,5,2021
Kannur,Kannur,Banana - Green,2021-05-15,27.7,25.1,91.9,98.3,32.8,48.6,Cloudy skies throughout the day with a chance of rain throughout the day.,67.9,loamy to humid,5.618094446,94,91,51,8.9,Establishment stage,8.893756294,15,5,2021
Kannur,Kannur,Banana - Green,2021-05-16,27.0,24.2,91.5,86.3,25.6,70.3,Cloudy skies throughout the day with a chance of rain throughout the day.,68.425,loamy to humid,6.435785799,116,71,47,0.8,Establishment stage,8.526109661,16,5,2021
Kannur,Kannur,Banana - Green,2021-05-17,29.2,25.1,87.7,12.8,14.8,188.5,Partly cloudy throughout the day with a chance of rain throughout the day.,75.95,loamy to humid,6.176644228,117,79,49,8.8,Establishment stage,11.44803854,17,5,2021
Kannur,Kannur,Banana - Green,2021-05-18,31.2,25.1,88.7,28.8,15.8,152.3,Partly cloudy throughout the day with a chance of rain throughout the day.,71.4,loamy to humid,6.220643671,119,72,55,10.3,Establishment stage,9.795652174,18,5,2021
Kannur,Kannur,Banana - Green,2021-05-19,32.1,25.1,87.1,15.1,18.4,185.2,Partly cloudy throughout the day with a chance of rain throughout the day.,76.45,loamy to humid,5.871702211,99,73,53,9.8,Establishment stage,8.076658477,19,5,2021
Kannur,Kannur,Banana - Green,2021-05-20,32.2,23.9,85.9,15.7,7.2,190.2,Partly cloudy throughout the day with a chance of rain throughout the day.,74.75,loamy to humid,6.390741836,91,84,52,0.8,Establishment stage,7.151612903,20,5,2021
Kannur,Kannur,Banana - Green,2021-05-21,30.1,24.7,88.4,33.3,9.7,111.1,Cloudy skies throughout the day with a chance of rain throughout the day.,60.625,loamy to humid,6.21084479,80,90,47,9.95,Establishment stage,8.294478528,21,5,2021
Kannur,Kannur,Banana - Green,2021-05-22,32.7,25.4,84.3,5.5,10.4,221.4,Partly cloudy throughout the day with a chance of rain throughout the day.,80.4,loamy to humid,6.012696655,101,70,48,11.45,Establishment stage,8.725974026,22,5,2021
Kannur,Kannur,Banana - Green,2021-05-23,33.4,25.7,81.1,3.3,13.0,212.2,Partly cloudy throughout the day with a chance of rain throughout the day.,77.4,loamy to humid,5.908770059,108,89,53,10.95,Establishment stage,8.860409146,23,5,2021
Kannur,Kannur,Banana - Green,2021-05-24,33.9,26.5,81.5,3.1,16.2,231.8,Partly cloudy throughout the day with a chance of rain throughout the day.,83.15,loamy to humid,6.049801781,100,80,52,1.95,Establishment stage,10.77995301,24,5,2021
Kannur,Kannur,Banana - Green,2021-05-25,34.1,25.8,86.3,7.4,12.2,208.9,Cloudy skies throughout the day with a chance of rain throughout the day.,78.7,loamy to humid,6.010095853,109,91,53,7.98,Establishment stage,9.209677419,25,5,2021
Kannur,Kannur,Banana - Green,2021-05-26,30.9,25.1,87.4,12.1,11.2,168.8,Cloudy skies throughout the day with a chance of rain throughout the day.,69.875,loamy to humid,5.738678895,82,78,46,9.48,Establishment stage,6.580926181,26,5,2021
Kannur,Kannur,Banana - Green,2021-05-27,32.4,25.1,81.5,3.9,18.0,247.1,Clearing in the afternoon with a chance of rain throughout the day.,87.625,loamy to humid,5.74055541,106,70,55,8.9,Establishment stage,7.774358974,27,5,2021
Kannur,Kannur,Banana - Green,2021-05-28,33.9,25.4,83.2,3.7,14.4,201.5,Partly cloudy throughout the day with rain.,75.7,loamy to humid,5.793260262,90,86,52,0.8,Establishment stage,7.264224474,28,5,2021
Kannur,Kannur,Banana - Green,2021-05-29,31.7,25.4,87.1,13.1,13.3,175.5,Partly cloudy throughout the day with a chance of rain throughout the day.,72.25,loamy to humid,5.50947065,83,95,50,8.6,Establishment stage,8.131082842,29,5,2021
Kannur,Kannur,Banana - Green,2021-05-30,32.4,25.2,84.7,5.8,12.2,201.3,Partly cloudy throughout the day with a chance of rain throughout the day.,76.0,loamy to humid,5.986442306,119,90,48,10.1,Establishment stage,8.694939585,30,5,2021
Kannur,Kannur,Banana - Green,2021-05-31,32.4,25.1,85.2,29.3,11.9,179.8,Partly cloudy throughout the day with a chance of rain throughout the day.,76.55,loamy to humid,5.790768046,107,72,45,9.6,Establishment stage,8.598274209,31,5,2021
Kannur,Kannur,Banana - Green,2021-06-01,33.2,25.6,85.0,10.4,11.2,208.7,Cloudy skies throughout the day with a chance of rain throughout the day.,78.825,loamy to humid,5.915546415,116,81,55,0.6,Establishment stage,8.893756294,1,6,2021
Kannur,Kannur,Banana - Green,2021-06-02,33.4,25.2,83.3,2.7,9.7,240.6,Partly cloudy throughout the day with a chance of rain throughout the day.,84.075,loamy to humid,6.242528278,101,75,50,9.8,Establishment stage,8.526109661,2,6,2021
Kannur,Kannur,Banana - Green,2021-06-03,33.9,26.3,84.0,9.7,11.2,214.7,Partly cloudy throughout the day with a chance of rain throughout the day.,79.9,loamy to humid,6.036079266,93,81,50,11.3,Establishment stage,11.44803854,3,6,2021
Kannur,Kannur,Banana - Green,2021-06-04,31.1,26.1,87.1,17.0,8.3,136.2,Cloudy skies throughout the day with a chance of rain throughout the day.,62.15,loamy to humid,5.829898502,95,75,45,10.8,Establishment stage,9.795652174,4,6,2021
Kannur,Kannur,Banana - Green,2021-06-05,29.1,26.0,88.9,49.4,15.5,78.6,Cloudy skies throughout the day with a chance of rain throughout the day.,58.1,loamy to humid,6.088064451,107,71,55,1.8,Establishment stage,8.076658477,5,6,2021
Kannur,Kannur,Banana - Green,2021-06-06,32.4,24.2,83.3,12.2,11.2,167.6,Partly cloudy throughout the day with a chance of rain throughout the day.,68.575,loamy to humid,6.469370954,83,94,47,10.95,Establishment stage,7.151612903,6,6,2021
Kannur,Kannur,Banana - Green,2021-06-07,33.4,25.7,81.1,1.9,11.5,248.6,Partly cloudy throughout the day with a chance of rain throughout the day.,85.775,loamy to humid,5.720726906,102,73,54,12.45,Establishment stage,8.294478528,7,6,2021
Kannur,Kannur,Banana - Green,2021-06-08,33.9,26.2,82.2,2.4,16.6,248.1,Partly cloudy throughout the day with a chance of rain throughout the day.,87.325,loamy to humid,5.80766417,86,79,45,11.8,Establishment stage,8.725974026,8,6,2021
Kannur,Kannur,Banana - Green,2021-06-09,33.1,24.9,84.6,5.0,10.4,208.8,Partly cloudy throughout the day with a chance of rain throughout the day.,77.2,loamy to humid,5.703381728,117,86,53,2.8,Establishment stage,8.860409146,9,6,2021
Kannur,Kannur,Banana - Green,2021-06-10,33.1,24.7,85.3,3.0,10.8,205.9,Cloudy skies throughout the day with a chance of rain throughout the day.,76.25,loamy to humid,6.165001278,111,79,53,5.53,Establishment stage,10.77995301,10,6,2021
Kannur,Kannur,Banana - Green,2021-06-11,31.1,24.4,85.8,5.5,9.4,152.6,Cloudy skies throughout the day with a chance of rain throughout the day.,63.325,loamy to humid,6.002481605,95,74,50,7.03,Establishment stage,9.209677419,11,6,2021
Kannur,Kannur,Banana - Green,2021-06-12,28.4,25.1,90.8,44.0,13.3,89.7,Cloudy skies throughout the day with a chance of rain throughout the day.,59.45,loamy to humid,6.212369363,91,75,55,6.5,Establishment stage,6.580926181,12,6,2021
Kannur,Kannur,Banana - Green,2021-06-13,26.5,24.8,91.5,33.4,18.0,71.0,Cloudy skies throughout the day with a chance of rain throughout the day.,53.475,loamy to humid,5.765308943,93,83,46,0.1,Establishment stage,7.774358974,13,6,2021
Kannur,Kannur,Banana - Green,2021-06-14,28.2,24.2,91.0,54.1,22.0,56.0,Cloudy skies throughout the day with a chance of rain throughout the day.,55.775,loamy to humid,5.740764682,92,85,51,6.5,Establishment stage,7.264224474,14,6,2021
Kannur,Kannur,Banana - Green,2021-06-15,29.9,24.2,90.2,41.4,15.1,155.8,Cloudy skies throughout the day with a chance of rain throughout the day.,75.625,loamy to humid,5.879119455,104,80,54,8.0,Establishment stage,8.131082842,15,6,2021
Kannur,Kannur,Banana - Green,2021-06-16,27.6,25.5,90.4,36.4,18.0,130.9,Cloudy skies throughout the day with a chance of rain throughout the day.,68.925,loamy to humid,6.099478745,103,72,51,7.5,Establishment stage,8.694939585,16,6,2021
Kannur,Kannur,Banana - Green,2021-06-17,30.2,25.1,89.1,33.5,18.4,167.4,Cloudy skies throughout the day with a chance of rain throughout the day.,77.1,loamy to humid,5.674403359,92,75,45,0.5,Establishment stage,8.598274209,17,6,2021
Kannur,Kannur,Banana - Green,2021-06-18,31.4,25.3,86.7,14.6,11.2,181.0,Cloudy skies throughout the day with a chance of rain throughout the day.,73.375,loamy to humid,5.694243847,93,85,49,7.6,Establishment stage,8.893756294,18,6,2021
Kannur,Kannur,Banana - Green,2021-06-19,28.9,24.1,87.5,10.1,10.8,143.4,Cloudy skies throughout the day with a chance of rain throughout the day.,62.95,loamy to humid,5.905494703,120,87,52,9.0,Establishment stage,8.526109661,19,6,2021
Kannur,Kannur,Banana - Green,2021-06-20,32.1,23.9,87.3,6.1,14.0,189.4,Partly cloudy throughout the day with a chance of rain throughout the day.,74.2,loamy to humid,6.110844721,108,72,46,8.6,Establishment stage,11.44803854,20,6,2021
Kannur,Kannur,Banana - Green,2021-06-21,31.2,24.9,88.4,16.5,13.3,136.0,Partly cloudy throughout the day with a chance of rain throughout the day.,63.55,loamy to humid,6.020445317,105,88,54,0.8,Establishment stage,9.795652174,21,6,2021
Kannur,Kannur,Banana - Green,2021-06-22,31.2,24.9,85.9,1.6,16.2,230.5,Cloudy skies throughout the day with a chance of rain throughout the day.,83.55,loamy to humid,6.435917308,98,79,50,8.55,Establishment stage,8.076658477,22,6,2021
Kannur,Kannur,Banana - Green,2021-06-23,31.7,24.9,85.9,4.9,17.3,210.5,Partly cloudy throughout the day with rain.,79.65,loamy to humid,5.505393833,111,88,55,10.05,Establishment stage,7.151612903,23,6,2021
Kannur,Kannur,Banana - Green,2021-06-24,33.1,24.3,84.2,2.3,13.7,230.0,Partly cloudy throughout the day with a chance of rain throughout the day.,82.55,loamy to humid,5.677719902,97,74,45,9.5,Establishment stage,8.294478528,24,6,2021
Kannur,Kannur,Banana - Green,2021-06-25,32.7,25.4,82.0,2.8,13.0,256.0,Partly cloudy throughout the day with a chance of rain throughout the day.,88.45,loamy to humid,5.719014989,95,82,48,0.55,Establishment stage,8.725974026,25,6,2021
Kannur,Kannur,Banana - Green,2021-06-26,28.1,24.5,89.8,5.4,14.8,205.2,Partly cloudy throughout the day with a chance of rain throughout the day.,78.8,loamy to humid,6.275572298,89,91,55,4.51,Establishment stage,8.860409146,26,6,2021
Kannur,Kannur,Banana - Green,2021-06-27,31.4,24.2,84.5,2.6,11.9,130.8,Cloudy skies throughout the day with rain.,57.45,loamy to humid,6.275384607,89,85,55,6.01,Establishment stage,10.77995301,27,6,2021
Kannur,Kannur,Banana - Green,2021-06-28,29.7,24.2,86.0,6.9,12.6,208.8,Partly cloudy throughout the day with a chance of rain throughout the day.,78.575,loamy to humid,6.201911642,118,88,51,5.51,Establishment stage,9.209677419,28,6,2021
Kannur,Kannur,Banana - Green,2021-06-29,32.1,24.4,83.1,0.5,11.2,278.9,Partly cloudy throughout the day with rain.,93.425,loamy to humid,5.758054257,101,92,45,0.1,Establishment stage,6.580926181,29,6,2021
Kannur,Kannur,Banana - Green,2021-06-30,33.1,25.8,82.9,0.9,13.3,263.7,Partly cloudy throughout the day with rain.,90.2,loamy to humid,6.323933647,99,92,47,5.5,Establishment stage,7.774358974,30,6,2021
Kannur,Kannur,Banana - Green,2021-07-01,30.9,25.9,86.2,10.8,14.4,207.7,Partly cloudy throughout the day with a chance of rain throughout the day.,79.775,loamy to humid,5.901100841,82,77,46,7.0,Establishment stage,7.264224474,1,7,2021
Kannur,Kannur,Banana - Green,2021-07-02,32.2,25.1,84.5,12.2,9.4,176.4,Partly cloudy throughout the day with a chance of rain throughout the day.,70.625,loamy to humid,5.644486582,90,86,55,6.5,Establishment stage,8.131082842,2,7,2021
Kannur,Kannur,Banana - Green,2021-07-03,31.1,25.2,85.6,6.1,11.5,162.1,Cloudy skies throughout the day with a chance of rain throughout the day.,66.325,loamy to humid,6.235461772,95,88,52,0.2,Establishment stage,8.694939585,3,7,2021
Kannur,Kannur,Banana - Green,2021-07-04,33.1,25.1,84.3,6.0,14.0,192.9,Partly cloudy throughout the day with a chance of rain throughout the day.,74.3,loamy to humid,6.28236237,104,73,46,6.5,Establishment stage,8.598274209,4,7,2021
Kannur,Kannur,Banana - Green,2021-07-05,30.7,25.0,84.3,4.4,20.2,174.2,Partly cloudy throughout the day with a chance of rain throughout the day.,70.775,loamy to humid,6.356090905,102,73,52,8.0,Establishment stage,8.893756294,5,7,2021
Kannur,Kannur,Banana - Green,2021-07-06,32.7,25.8,82.3,0.6,12.6,237.3,Partly cloudy throughout the day with afternoon rain.,83.2,loamy to humid,5.837258235,100,74,52,7.5,Establishment stage,8.526109661,6,7,2021
Kannur,Kannur,Banana - Green,2021-07-07,30.2,25.6,86.0,6.0,12.6,203.0,Partly cloudy throughout the day with a chance of rain throughout the day.,76.9,loamy to humid,5.653437902,94,89,48,0.2,Establishment stage,11.44803854,7,7,2021
Kannur,Kannur,Banana - Green,2021-07-08,31.4,25.5,85.9,6.3,12.2,198.8,Partly cloudy throughout the day with a chance of rain throughout the day.,75.8,loamy to humid,5.727469947,99,70,46,7.8,Establishment stage,9.795652174,8,7,2021
Kannur,Kannur,Banana - Green,2021-07-09,27.7,24.8,89.9,31.4,10.8,77.9,Cloudy skies throughout the day with a chance of rain throughout the day.,52.5,loamy to humid,6.200111068,112,87,48,9.3,Establishment stage,8.076658477,9,7,2021
Kannur,Kannur,Banana - Green,2021-07-10,27.1,24.4,90.9,91.6,17.6,55.1,Cloudy skies throughout the day with a chance of rain throughout the day.,63.8,loamy to humid,5.614471478,117,82,45,8.8,Establishment stage,7.151612903,10,7,2021
Kannur,Kannur,Banana - Green,2021-07-11,27.9,23.4,89.9,31.2,15.8,86.3,Cloudy skies throughout the day with a chance of rain throughout the day.,55.8,loamy to humid,6.257369799,96,86,51,0.8,Vegetative stage,8.294478528,11,7,2021
Kannur,Kannur,Banana - Green,2021-07-12,27.1,24.0,90.8,29.7,19.8,63.5,Cloudy skies throughout the day with a chance of rain throughout the day.,50.95,loamy to humid,6.037430836,113,85,45,5.33,Vegetative stage,8.725974026,12,7,2021
Kannur,Kannur,Banana - Green,2021-07-13,28.7,23.7,91.1,21.8,19.1,167.7,Cloudy skies throughout the day with a chance of rain throughout the day.,74.925,loamy to humid,5.760457558,105,93,46,6.83,Vegetative stage,8.860409146,13,7,2021
Kannur,Kannur,Banana - Green,2021-07-14,28.7,24.2,91.7,16.6,15.5,109.4,Cloudy skies throughout the day with a chance of rain throughout the day.,58.3,loamy to humid,6.158164422,85,89,51,6.33,Vegetative stage,10.77995301,14,7,2021
Kannur,Kannur,Banana - Green,2021-07-15,25.6,24.0,94.7,18.1,12.2,67.9,Cloudy skies throughout the day with a chance of rain throughout the day.,48.225,loamy to humid,6.387431383,108,94,47,0.5,Vegetative stage,9.209677419,15,7,2021
Kannur,Kannur,Banana - Green,2021-07-16,26.8,24.4,92.2,32.2,12.2,72.3,Cloudy skies throughout the day with a chance of rain throughout the day.,52.225,loamy to humid,5.891413895,92,81,52,6.2,Vegetative stage,6.580926181,16,7,2021
Kannur,Kannur,Banana - Green,2021-07-17,28.7,24.1,90.3,12.9,13.0,121.0,Cloudy skies throughout the day with a chance of rain throughout the day.,59.3,loamy to humid,5.725418961,110,71,54,7.7,Vegetative stage,7.774358974,17,7,2021
Kannur,Kannur,Banana - Green,2021-07-18,25.0,23.4,93.6,42.0,15.5,43.5,Cloudy skies throughout the day with a chance of rain throughout the day.,48.65,loamy to humid,6.281069505,82,75,55,7.2,Vegetative stage,7.264224474,18,7,2021
Kannur,Kannur,Banana - Green,2021-07-19,29.8,24.1,91.3,12.6,18.0,156.3,Partly cloudy throughout the day with a chance of rain throughout the day.,69.55,loamy to humid,5.507641778,117,81,53,0.8,Vegetative stage,8.131082842,19,7,2021
Kannur,Kannur,Banana - Green,2021-07-20,30.2,24.8,88.9,10.3,16.2,191.3,Partly cloudy throughout the day with a chance of rain throughout the day.,76.675,loamy to humid,6.149934034,91,94,46,7.4,Vegetative stage,8.694939585,20,7,2021
Kannur,Kannur,Banana - Green,2021-07-21,28.1,24.4,91.2,25.2,20.5,128.1,Cloudy skies throughout the day with a chance of rain throughout the day.,66.25,loamy to humid,5.849076099,105,95,50,8.9,Vegetative stage,8.598274209,21,7,2021
Kannur,Kannur,Banana - Green,2021-07-22,27.9,24.7,90.3,32.2,20.5,67.5,Cloudy skies throughout the day with a chance of rain throughout the day.,52.625,loamy to humid,6.276800323,108,92,53,8.4,Vegetative stage,8.893756294,22,7,2021
Kannur,Kannur,Banana - Green,2021-07-23,30.2,24.7,90.3,34.8,18.7,60.6,Cloudy skies throughout the day with a chance of rain throughout the day.,51.1,loamy to humid,5.926824754,86,76,54,0.8,Vegetative stage,8.526109661,23,7,2021
Kannur,Kannur,Banana - Green,2021-07-24,28.9,24.7,90.6,22.2,19.4,108.6,Partly cloudy throughout the day with a chance of rain throughout the day.,60.2,loamy to humid,5.519088423,80,77,49,8.34,Vegetative stage,11.44803854,24,7,2021
Kannur,Kannur,Banana - Green,2021-07-25,30.4,24.9,90.9,16.9,14.8,183.1,Partly cloudy throughout the day with a chance of rain throughout the day.,76.425,loamy to humid,6.079178788,93,94,53,9.85,Vegetative stage,9.795652174,25,7,2021
Kannur,Kannur,Banana - Green,2021-07-26,30.1,24.6,89.4,18.2,13.7,81.4,Cloudy skies throughout the day with a chance of rain throughout the day.,50.675,loamy to humid,6.13465588,90,92,55,7.35,Vegetative stage,8.076658477,26,7,2021
Kannur,Kannur,Banana - Green,2021-07-27,31.1,24.8,89.4,13.2,10.1,202.4,Cloudy skies throughout the day with a chance of rain throughout the day.,78.775,loamy to humid,5.808497604,108,89,53,0.34,Vegetative stage,7.151612903,27,7,2021
Kannur,Kannur,Banana - Green,2021-07-28,30.9,24.4,87.6,7.1,11.2,174.5,Cloudy skies throughout the day with a chance of rain throughout the day.,70.1,loamy to humid,5.891458107,108,88,55,4.71,Vegetative stage,8.294478528,28,7,2021
Kannur,Kannur,Banana - Green,2021-07-29,30.9,25.0,87.1,4.3,13.0,187.7,Cloudy skies throughout the day with a chance of rain throughout the day.,73.025,loamy to humid,5.816622479,105,77,52,6.21,Vegetative stage,8.725974026,29,7,2021
Kannur,Kannur,Banana - Green,2021-07-30,31.7,24.7,87.5,4.8,14.8,196.1,Partly cloudy throughout the day with a chance of rain throughout the day.,75.8,loamy to humid,5.843163161,118,88,52,5.71,Vegetative stage,8.860409146,30,7,2021
Kannur,Kannur,Banana - Green,2021-07-31,30.7,25.1,86.6,3.2,18.0,213.9,Partly cloudy throughout the day with a chance of rain throughout the day.,80.425,loamy to humid,6.376756633,101,87,54,0.1,Vegetative stage,10.77995301,31,7,2021
Kannur,Kannur,Banana - Green,2021-08-01,31.4,25.0,83.9,3.3,15.8,242.9,Partly cloudy throughout the day with a chance of rain throughout the day.,86.475,loamy to humid,5.623615687,95,75,50,5.8,Vegetative stage,9.209677419,1,8,2021
Kannur,Kannur,Banana - Green,2021-08-02,31.1,24.8,87.4,4.3,11.2,215.0,Partly cloudy throughout the day with a chance of rain throughout the day.,79.475,loamy to humid,5.91505509,106,85,53,7.3,Vegetative stage,6.580926181,2,8,2021
Kannur,Kannur,Banana - Green,2021-08-03,29.9,24.7,89.9,8.1,15.5,191.5,Cloudy skies throughout the day with a chance of rain throughout the day.,76.25,loamy to humid,6.458714879,86,95,49,6.8,Vegetative stage,7.774358974,3,8,2021
Kannur,Kannur,Banana - Green,2021-08-04,30.1,24.4,89.2,7.3,14.0,202.2,Partly cloudy throughout the day with a chance of rain throughout the day.,78.175,loamy to humid,5.565028635,83,79,55,0.2,Vegetative stage,7.264224474,4,8,2021
Kannur,Kannur,Banana - Green,2021-08-05,30.4,24.9,91.5,18.5,16.9,192.8,Cloudy skies throughout the day with a chance of rain throughout the day.,79.925,loamy to humid,6.211833161,85,95,47,6.6,Vegetative stage,8.131082842,5,8,2021
Kannur,Kannur,Banana - Green,2021-08-06,30.2,24.6,91.3,25.3,18.0,174.8,Cloudy skies throughout the day with a chance of rain throughout the day.,77.35,loamy to humid,6.490074429,109,79,45,8.1,Vegetative stage,8.694939585,6,8,2021
Kannur,Kannur,Banana - Green,2021-08-07,26.7,24.7,92.9,23.5,18.7,156.3,Cloudy skies throughout the day with a chance of rain throughout the day.,72.85,loamy to humid,5.590236025,100,76,45,7.6,Vegetative stage,8.598274209,7,8,2021
Kannur,Kannur,Banana - Green,2021-08-08,30.7,24.6,88.9,20.6,13.3,158.3,Partly cloudy throughout the day with a chance of rain throughout the day.,70.275,loamy to humid,6.225225239,117,86,48,0.5,Vegetative stage,8.893756294,8,8,2021
Kannur,Kannur,Banana - Green,2021-08-09,29.9,24.9,85.5,4.5,11.9,193.3,Partly cloudy throughout the day with a chance of rain throughout the day.,73.8,loamy to humid,6.190757459,114,94,53,7.9,Vegetative stage,8.526109661,9,8,2021
Kannur,Kannur,Banana - Green,2021-08-10,28.7,25.1,88.5,3.6,12.6,151.8,Cloudy skies throughout the day with a chance of rain throughout the day.,64.125,loamy to humid,5.915568968,110,78,50,9.4,Vegetative stage,11.44803854,10,8,2021
Kannur,Kannur,Banana - Green,2021-08-11,29.4,24.4,87.5,3.5,15.8,123.8,Cloudy skies throughout the day with a chance of rain throughout the day.,57.65,loamy to humid,6.195152442,94,70,48,8.9,Vegetative stage,9.795652174,11,8,2021
Kannur,Kannur,Banana - Green,2021-08-12,30.9,24.2,87.4,8.4,14.8,174.9,Cloudy skies throughout the day with a chance of rain throughout the day.,71.375,loamy to humid,6.156373499,80,71,47,0.6,Vegetative stage,8.076658477,12,8,2021
Kannur,Kannur,Banana - Green,2021-08-13,30.1,24.1,87.8,5.4,16.9,202.8,Cloudy skies throughout the day with a chance of rain throughout the day.,78.225,loamy to humid,6.313197204,114,79,51,3.9,Vegetative stage,7.151612903,13,8,2021
Kannur,Kannur,Banana - Green,2021-08-14,28.9,24.2,89.0,3.8,15.5,206.9,Partly cloudy throughout the day with a chance of rain throughout the day.,78.8,loamy to humid,6.324270089,88,78,45,5.4,Vegetative stage,8.294478528,14,8,2021
Kannur,Kannur,Banana - Green,2021-08-15,29.4,24.1,88.0,2.3,13.3,176.9,Cloudy skies throughout the day with a chance of rain throughout the day.,70.125,loamy to humid,5.707488987,112,73,48,4.9,Vegetative stage,8.725974026,15,8,2021
Kannur,Kannur,Banana - Green,2021-08-16,30.1,24.6,87.8,5.5,12.2,132.7,Cloudy skies throughout the day with a chance of rain throughout the day.,59.55,loamy to humid,6.119216009,117,76,47,0.1,Vegetative stage,8.860409146,16,8,2021
Kannur,Kannur,Banana - Green,2021-08-17,30.1,24.9,87.7,3.5,7.9,122.5,Cloudy skies throughout the day with a chance of rain throughout the day.,55.4,loamy to humid,5.571401169,111,87,48,4.9,Vegetative stage,10.77995301,17,8,2021
Kannur,Kannur,Banana - Green,2021-08-18,31.4,25.0,87.3,17.1,11.5,95.0,Cloudy skies throughout the day with a chance of rain throughout the day.,52.725,loamy to humid,5.63127166,89,83,47,6.4,Vegetative stage,9.209677419,18,8,2021
Kannur,Kannur,Banana - Green,2021-08-19,30.9,24.1,87.6,16.0,9.4,120.2,Cloudy skies throughout the day with a chance of rain throughout the day.,58.3,loamy to humid,6.101241579,93,91,47,5.9,Vegetative stage,6.580926181,19,8,2021
Kannur,Kannur,Banana - Green,2021-08-20,30.7,24.7,86.3,0.9,11.2,211.8,Partly cloudy throughout the day with rain in the morning and afternoon.,77.55,loamy to humid,6.438137279,92,81,52,0.1,Vegetative stage,7.774358974,20,8,2021
Kannur,Kannur,Banana - Green,2021-08-21,30.9,24.4,87.9,2.9,10.1,212.3,Partly cloudy throughout the day with a chance of rain throughout the day.,78.3,loamy to humid,6.098369122,105,74,45,5.8,Vegetative stage,7.264224474,21,8,2021
Kannur,Kannur,Banana - Green,2021-08-22,31.9,24.9,84.0,2.5,14.8,226.1,Partly cloudy throughout the day with a chance of rain throughout the day.,81.85,loamy to humid,5.695267822,102,71,48,7.3,Vegetative stage,8.131082842,22,8,2021
Kannur,Kannur,Banana - Green,2021-08-23,32.2,24.9,85.8,6.5,10.1,172.7,Partly cloudy throughout the day with a chance of rain throughout the day.,68.775,loamy to humid,5.618094446,94,91,51,6.8,Vegetative stage,8.694939585,23,8,2021
